TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,46.9,26.1,N/A,30.09,10.0,WSW,5.8,-,N/A,,Overcast,240,2013-01-01 05:51:00
